GEOID20,count
550250125014037,17
550250125014038,17
550250125014025,17
550250125014033,17
550250125014009,17
550250125014042,17
550250125014031,17
550250125014022,17
550250125014028,17
550250125014029,17
550250125014040,17
550250125014041,17
550250125014027,17
550250125014008,17
550250125014039,17
550250125014005,17
550250125014046,17
550250125014006,17
550250125014030,17
550250125014044,17
550250125014045,17
550250125014036,17
550250125014035,17
550250125014047,17
550250125014010,17
550250125014034,17
550250125014032,17
550250125014023,17
550250125014024,17
550250125014007,17
550250125014043,17
550250125014021,17
550250106005003,11
550250106005000,11
550250106005005,11
550250106005021,11
550250106005019,11
550250106005013,11
550250106005020,11
550250106005014,11
550250106005009,11
550250106005015,11
550250106005008,11
550250106005004,11
550250106005022,11
550250106005010,11
550250106005002,11
550250106005017,11
550250106005016,11
550250106005011,11
550250106005023,11
550250106005018,11
550250106005007,11
550250106005012,11
550250106005001,11
550250106005024,11
550250106005006,11
550250106002014,13
550250106002021,13
550250106002012,13
550250106002024,13
550250106002025,13
550250106002020,13
550250106002018,13
550250106002011,13
550250106002023,13
550250106002000,13
550250106002013,13
550250106002022,13
550250106002017,13
550250106002004,13
550250106002016,13
550250106002003,13
550250106002010,13
550250106002019,13
550250106002001,13
550250106002005,13
550250106002009,13
550250106002007,13
550250106002015,13
550250106002006,13
550250106002008,13
550250106002002,13
550250125011016,17
550250125011021,17
550250125011036,17
550250125011038,17
550250125011034,17
550250125011037,17
550250125011030,17
550250125011041,17
550250125011022,17
550250125011027,17
550250125011024,17
550250125011013,17
550250125011005,17
550250125011017,17
550250125011032,17
550250125011003,17
550250125011031,17
550250125011033,17
550250125011020,17
550250125011014,17
550250125011004,17
550250125011035,17
550250125011002,17
550250125011001,17
550250125011011,17
550250125011009,17
550250125011026,17
550250125011010,17
550250125011012,17
550250125011040,17
550250125011006,17
550250125011028,17
550250125011007,17
550250125011008,17
550250125011025,17
550250125011019,17
550250125011039,17
550250125011015,17
550250125011000,17
550250125011023,17
550250125011029,17
550250125011018,17
550250015021006,11
550250015021000,11
550250015021017,11
550250015021015,11
550250015021009,11
550250015021012,11
550250015021004,11
550250015021019,11
550250015021002,11
550250015021013,11
550250015021020,11
550250015021007,11
550250015021010,11
550250015021011,11
550250015021014,11
550250015021018,11
550250015021005,11
550250015021001,11
550250015021016,11
550250015021003,11
550250015021008,11
550250106003013,11
550250106003005,11
550250106003015,11
550250106003012,11
550250106003001,11
550250106003004,11
550250106003017,11
550250106003018,11
550250106003009,11
550250106003014,11
550250106003008,11
550250106003000,11
550250106003010,11
550250106003003,11
550250106003011,11
550250106003002,11
550250106003006,11
550250106003016,11
550250106003019,11
550250106003007,11
550250125013008,17
550250125013017,17
550250125013010,17
550250125013014,17
550250125013009,17
550250125013012,17
550250125013019,17
550250125013011,17
550250125013000,17
550250125013016,17
550250125013021,17
550250125013020,17
550250125013004,17
550250125013002,17
550250125013015,17
550250125013007,17
550250125013006,17
550250125013001,17
550250125013013,17
550250125013003,17
550250125013018,17
550250125013005,17
550250107021005,14
550250107021001,14
550250107021033,14
550250107021027,14
550250107021025,14
550250107021026,14
550250107021020,14
550250107021019,14
550250107021030,14
550250107021011,14
550250107021022,14
550250107021024,14
550250107021003,14
550250107021032,14
550250107021010,14
550250107021014,14
550250107021007,14
550250107021023,14
550250107021018,14
550250107024016,23
550250107021006,14
550250107021013,14
550250107021009,14
550250107021021,14
550250107021031,14
550250107021002,14
550250107021008,14
550250107021028,14
550250107021029,14
550250107021000,14
550250124001001,30
550250107021004,14
550250107021016,14
550250107021015,14
550250107021017,14
550250107021012,14
550250106001034,12
550250106001015,12
550250015023000,23
550250106001024,12
550250106001029,12
550250106001017,12
550250106001020,12
550250106001000,12
550250106001012,12
550250106001033,12
550250106001026,12
550250106001032,12
550250106001023,12
550250106001009,12
550250106001037,12
550250106001001,12
550250106001019,12
550250106001036,12
550250106001028,12
550250106001003,12
550250106001008,12
550250106001014,12
550250106001011,12
550250106001027,12
550250106001038,12
550250106001002,23
550250106001022,12
550250106001031,12
550250106001035,12
550250106001004,23
550250106001016,12
550250106001030,12
550250106001006,12
550250106001025,12
550250106001005,12
550250106001010,12
550250106001013,12
550250106001007,12
550250106001018,12
550250106001021,12
550250125021003,18
550250125021002,18
550250125021009,18
550250125021005,18
550250125021013,18
550250125021001,18
550250125021008,18
550250125021010,18
550250125021004,18
550250125021014,18
550250125021019,18
550250125021018,18
550250125021012,18
550250125021011,18
550250125021016,18
550250125021006,18
550250125021007,18
550250125021015,18
550250125021020,18
550250125021000,18
550250125021017,18
550459601001039,13
550459601001010,13
550459601001017,13
550459601001006,13
550459601001002,13
550459601001014,13
550459601001054,13
550459601001059,13
550459601001029,13
550459601001066,13
550459601001004,13
550459601001044,13
550459601001030,13
550459601001053,13
550459601001050,13
550459601001000,13
550459601001067,13
550459601001011,13
550459601001046,13
550459601001048,13
550459601001057,13
550459601001024,13
550459601001028,13
550459601001060,13
550459601001005,13
550459601001009,13
550459601001019,13
550459601001032,13
550459601001008,13
550459601001041,13
550459601001018,13
550459601001064,13
550459601001033,13
550459601001069,13
550459601001061,13
550459601001062,13
550459601001052,13
550459601001070,13
550459601001071,13
550459601001034,13
550459601001023,13
550459601001047,13
550459601001026,13
550459601001042,13
550459601001056,13
550459601001037,13
550459601001012,13
550459601001049,13
550459601001027,13
550459601001021,13
550459601001065,13
550459601001035,13
550459601001016,13
550459601001043,13
550459601001058,13
550459601001038,13
550459601001051,13
550459601001015,13
550459601001007,13
550459601001022,13
550459601001013,13
550459601001068,13
550459601001040,13
550250124001050,29
550459601001020,13
550459601001001,13
550459601001063,13
550459601001025,13
550459601001045,13
550459601001003,13
550459601001031,13
550459601001036,13
550459601001055,13
550250124001026,16
550250124001028,16
550250124001042,16
550250124001037,16
550250124001049,16
550250124001038,16
550250124001003,16
550250124001000,16
550250124001010,16
550250124001040,16
550250124001024,16
550250124001023,16
550250124001048,16
550250124001009,16
550250124001045,16
550250124001029,16
550250124001041,16
550250124001004,16
550250124001021,23
550250124001020,23
550250124002079,16
550250124001025,16
550250124001031,16
550250124001047,16
550250124001030,16
550250124001016,16
550250124001019,16
550250124002078,16
550250124001027,16
550250124001032,16
550250124001005,16
550250124001008,16
550250124001013,16
550250124001036,16
550250124001039,16
550250124001002,16
550250124001046,16
550250124001017,16
550250124001018,16
550250124001034,16
550250124001014,16
550250124001043,16
550250124001006,16
550250124001015,16
550250124001022,16
550250124001035,16
550250124001007,16
550250124001011,16
550250124001044,16
550250124001012,16
550250124001033,16
550250107022001,12
550250107022028,12
550250107022034,12
550250107022002,12
550250107022049,12
550250107022041,12
550250107022038,12
550250107022005,12
550250107022023,12
550250107022050,12
550250107022024,12
550250107022006,12
550250107022033,12
550250107022051,12
550250107022026,12
550250107022025,12
550250107022022,12
550250107022012,12
550250107022040,12
550250107022035,12
550250107022042,12
550250107022027,12
550250107022010,12
550250107022008,12
550250107022020,12
550250107022039,12
550250107022031,12
550250107022032,12
550250107022037,12
550250107022053,12
550250107022009,12
550250107022016,12
550250107022030,12
550250107022044,12
550250107022046,12
550250107022047,12
550250107022014,12
550250107022007,12
550250107022036,12
550250107022021,12
550250107022004,12
550250107022052,12
550250107022015,12
550250107022045,12
550250107022000,12
550250107022018,12
550250107022019,12
550250107022003,12
550250107022043,12
550250107022017,12
550250107022029,12
550250107022011,12
550250107022048,12
550250107022013,12
550250015024006,11
550250015023002,11
550250015024000,11
550250015024012,11
550250015024002,11
550250015024005,11
550250015024007,11
550250015024017,11
550250015024009,11
550250015023001,11
550250015024014,11
550250015024015,11
550250015024013,11
550250015023006,11
550250015024010,11
550250015024011,11
550250015024003,11
550250015024016,11
550250015024008,11
550250015023004,11
550250015024004,11
550250015024001,11
550250015023003,11
550250015022021,16
550250015023005,11
550250124002027,15
550250124002046,15
550250124002098,15
550250124002062,15
550250124002033,15
550250124002000,15
550250124002009,15
550250124002016,15
550250124002099,15
550250124002069,15
550250124002090,15
550250124002052,15
550250124002082,15
550250124002055,15
550250124002011,15
550250124002066,15
550250124002084,15
550250124002001,15
550250124002072,15
550250124002010,15
550250124002085,15
550250124002004,15
550250124002021,21
550250124002075,15
550250124002050,15
550250124002096,20
550250124002005,15
550250124002093,15
550250124002044,15
550250124002045,15
550250124002049,15
550250124002035,15
550250123001032,21
550250124002032,15
550250124002018,15
550250124002097,15
550250124002047,15
550250124002094,15
550250124002039,15
550250124002059,15
550250124002091,15
550250124002088,15
550250124002025,15
550250124002077,15
550250124002073,15
550250124002028,15
550250124002031,15
550250124002043,15
550250124002003,15
550250124002036,15
550250124002080,15
550250124002053,15
550250124002057,15
550250124002002,15
550250124002006,15
550250124002068,15
550250124002056,15
550250124002086,15
550250124002074,15
550250124002007,15
550250124002013,15
550250124002089,15
550250124002081,15
550250124002065,15
550250124002023,15
550250124002024,15
550250124002051,15
550250124002008,15
550250124002017,15
550250124002064,15
550250124002012,15
550250124002026,15
550250124002061,15
550250124002019,15
550250124002058,15
550250123001008,21
550250124002020,15
550250124002037,15
550250124002040,15
550250124002041,15
550250124002054,15
550250124002071,15
550250124002092,15
550250124002100,15
550250124002076,15
550250124002087,15
550250124002015,15
550250124002070,15
550250124002083,15
550250124002038,15
550250124002030,15
550250124002067,20
550250124002048,15
550250124002029,15
550250124002022,15
550250124002034,15
550250124002095,20
550250124002060,15
550250124002042,15
550250124002063,15
550250124002014,15
550250125022000,17
550250125022016,17
550250125022010,17
550250125022035,17
550250125022001,17
550250125022002,17
550250125022024,17
550250125022031,17
550250125022032,17
550250125022021,17
550250125022019,17
550250125022009,17
550250125022011,17
550250125022007,17
550250125022013,17
550250125022038,17
550250125022029,17
550250125022027,17
550250125022028,17
550250125022026,17
550250125022017,17
550250125022030,17
550250125022015,17
550250125022025,17
550250125022037,17
550250125022034,17
