GEOID20,count
550339705001041,5
550339705001028,5
550339705001064,5
550339705001092,5
550339705001013,5
550339705001015,5
550339705001065,5
550339705001042,5
550339705001083,5
550339705001044,5
550339705001093,5
550339705001029,5
550339705001045,5
550339705001080,5
550339705001034,5
550339705001070,5
550339705001036,5
550339705001057,5
550339705001039,5
550339705001009,5
550339705001072,5
550339705001000,5
550339705001019,5
550339705001085,5
550339705001018,5
550339705001005,5
550339705001066,5
550339705001035,5
550339705001067,5
550339705001012,5
550339705001091,5
550339705001027,5
550339705001024,5
550339705001008,5
550339705001074,5
550339705001031,5
550339705001052,5
550339705001049,5
550339705001060,5
550339705001040,5
550339705001059,5
550339705001038,5
550339705001032,5
550339705001046,5
550339705001043,5
550339705001002,5
550339705001014,5
550339705001089,5
550339705001004,5
550339705001068,5
550339705001056,5
550339705001054,5
550339705001053,5
550339705001048,5
550339705001077,9
550339705001007,5
550339705001061,5
550339705001051,5
550339705001063,5
550339705001076,9
550339705001078,9
550339705001055,5
550339705001088,5
550339705001062,5
550339705001087,5
550339705001081,5
550339705001047,5
550339705001026,5
550339705001082,5
550339705001017,5
550339705001020,5
550339705001016,5
550339705001073,5
550339705001071,5
550339705001050,5
550339705001025,5
550339705001075,5
550339705001010,5
550339705001021,5
550339705001069,5
550339705001022,5
550339705001030,5
550339705001006,5
550339705001090,5
550339705001058,5
550339705001079,5
550339705001011,5
550339705001023,5
550339705001003,5
550339705001037,5
550339705001084,5
550339705001001,5
550339705001033,5
550170111004018,1
550170111004050,1
550170111004055,1
550170111004025,1
550170111004005,1
550170111004093,1
550170111004078,1
550170111004082,1
550170111004023,1
550170111004048,1
550170111004067,1
550170111004042,1
550170111004077,1
550170111004100,1
550170111004065,1
550170111004010,1
550170111004033,1
550170111004057,1
550170111004032,1
550170111004088,1
550170111004062,1
550170111004073,1
550170111004024,1
550170111004030,1
550170111004071,1
550170111004063,1
550170111004090,1
550170111004027,1
550170111004012,1
550170111004097,1
550170111004098,1
550170111004004,1
550170111004026,1
550170111004047,1
550170111004049,1
550170111004003,1
550170111004021,1
550170111004035,1
550170111004089,1
550170111004046,1
550170111004036,1
550170111004044,1
550170111004101,1
550170111004096,1
550170111004022,1
550170111004002,1
550170111004072,1
550170111004099,1
550170111004031,1
550170111004069,1
550170111004095,1
550170111004070,1
550170111004029,1
550170111004034,1
550170111004087,1
550170111004008,1
550170111004028,1
550170111004045,1
550170111004059,1
550170111004006,1
550170111004007,1
550170111004037,1
550170111004043,1
550170111004053,1
550170111004016,1
550170111004000,1
550170111004074,1
550170111004080,1
550170111004068,1
550170111004011,1
550170111004015,1
550170111004085,1
550170111004091,1
550170111004056,1
550170111004079,1
550170111004054,1
550170111004040,1
550170111004017,1
550170111004041,1
550170111004064,1
550170111004039,1
550170111004009,1
550170111004038,1
550170111004001,1
550170111004013,1
550170111004083,1
550170111004019,1
550170112004003,1
550170111004092,1
550170111004061,1
550170111004075,1
550170111004051,1
550170111004102,1
550170111004052,1
550170111004014,1
550170111004094,1
550170111004084,1
550170111004086,1
550170111004020,1
550170111004066,1
550170111004060,1
550170111004058,1
550170111004076,1
550170111004081,1
550339701002015,3
550339701002084,3
550339701002072,3
550339701002067,3
550339701002071,3
550339701002051,3
550339701002094,3
550339701002075,3
550339701002043,3
550339701002076,3
550339701002009,3
550339701002033,3
550339701002050,3
550339701002066,3
550339701002074,3
550339701002083,3
550339701002034,3
550339701002035,3
550339701002088,3
550339701002007,3
550339701002063,3
550339701002017,3
550339701002025,3
550339701002019,3
550339701002052,3
550339701002082,3
550339701002024,3
550339701002062,3
550339701002002,3
550339701002012,3
550339701002029,3
550339701002093,3
550339701002030,3
550339701002079,3
550339701002085,3
550339701002022,3
