GEOID20,count
550730012043027,12
550730012043058,7
550730012043028,7
550730012043000,7
550730012043016,7
550730012043021,7
550730012043029,7
550730018005025,12
550730012043030,7
550730012043010,7
550730012043038,7
550730012043012,7
550730012043003,7
550730012043040,7
550730012043036,7
550730012043053,7
550730012043008,7
550730012043033,7
550730012043051,7
550730012043037,7
550730012043039,7
550730012043018,7
550730012043022,7
550730012043042,7
550730012043017,7
550730012043035,7
550730012043013,7
550730012043046,7
550730012043050,7
550730012043005,7
550730012043006,7
550730012043048,7
550730012043009,7
550730012043044,7
550730012043059,7
550730012043056,7
550730012043049,7
550730012043023,7
550730012043031,7
550730012043034,7
550730012043043,7
550730012043025,7
550730012043011,7
550730012043047,7
550730012043019,7
550730012043001,7
550730012043054,7
550730012043055,7
550730012043015,7
550730012043002,7
550730012043014,7
550730012043007,7
550730012043024,7
550730012043032,7
550730012043045,7
550730012043057,7
550730012043052,7
550730012043041,7
550730012043020,7
550730012043004,7
550730001004010,10
550730001004003,10
550730001004016,10
550730007004011,10
550730001004023,10
550730001004001,10
550730001004007,10
550730001004015,10
550730007004014,20
550730001004006,10
550730001004014,10
550730007004015,10
550730001004009,10
550730001002002,20
550730001002006,10
550730001004008,10
550730001004018,10
550730001004021,10
550730001004012,10
550730001004013,10
550730001004022,10
550730001004011,10
550730001004017,10
550730001004020,10
550730001002005,10
550730001004004,10
550730001004002,10
550730001004024,10
550730001004005,10
550730001004019,10
550730001002004,10
550730007004010,20
550730001004000,10
550730007004016,10
550730001004025,10
550730007004013,10
550979605003078,4
550979605003114,4
550979605003117,4
550979605003061,4
550979605003058,4
550979605003079,4
550979605003096,4
550979605003115,4
550979605003043,4
550979605003068,4
550979605003065,4
550979605003080,4
550979605003095,4
550979605003083,4
550979605003049,4
550979605003124,4
550979605003044,4
550979605003122,4
550979605003059,4
550979605003069,4
550979605003108,4
550979605003118,4
550979605003071,4
550979605003110,4
550979605003105,4
550979605003075,4
550979605003084,4
550979605003047,4
550979605002006,8
550979605003113,4
550979605003101,4
550979605003050,4
550979605003123,4
550979605003125,4
550979605003082,4
550979605003112,4
550979605003040,4
550979605003072,4
550979605003094,4
550979605003116,4
550979605003107,4
550979605003042,4
550979605003081,4
550979605003111,4
550979605003062,4
550979605003103,4
550979605003145,4
550979605003119,4
550979605003109,4
550979605003120,4
550979605003051,4
550979605003086,4
550979605003097,4
550979605003066,4
550979605003070,4
550979605003088,4
550979605003133,8
550979605003053,4
550979605003093,4
550979605003073,4
550979605003076,4
550979605003045,4
550979605003102,4
550979605003041,4
550979605003092,4
550979605003087,4
550979605003144,4
550979605003052,4
550979605003039,4
550979605003038,4
550979605003067,4
550979605003064,4
550979605003077,4
550979605003048,4
550979605003100,4
550979605003056,4
550979605003063,4
550979605003089,4
550979605003121,4
550979605003146,4
550979605003054,4
550979605003046,4
