GEOID20,count
551091209062033,20
551091209062039,20
551091209062009,20
551091209062013,20
551091209062004,20
551091209062044,20
551091209062002,20
551091209062011,20
551091209062000,20
551091209062035,20
551091209062046,20
551091209062045,20
551091209052085,20
551091209062006,20
551091209062042,20
551091209062012,20
551091209062019,20
551091209062022,20
551091209062015,20
551091209062037,20
551091209062003,20
551091209062014,20
551091209062017,20
551091209062008,20
551091209062018,20
551091209062001,20
551091209062034,36
551091209062032,20
551091209062021,20
551091209062024,20
551091209062029,20
551091209062023,20
551091209062020,20
551091209062025,20
551091209062010,20
551091209062005,20
551091209062027,20
551091209062030,20
551091209062028,20
551091209062026,20
551091209062040,20
551091209062016,20
551091209062041,20
551091209062007,20
551091209062036,20
551091209062031,20
551091209062038,20
551091209062043,20
551091202011004,24
551091202011015,24
551091202011029,24
551091202011032,31
551091202011037,24
551091202011024,24
551091202011000,24
551091202012000,48
551091202011010,24
551091202011009,24
551091202011019,24
551091202011014,24
551091202011016,24
551091202011034,24
551091202011001,24
551091202011007,24
551091202011011,24
551091202011036,24
551091202011017,24
551091202011005,24
551091202011027,24
551091202011035,24
551091202011031,31
551091202011008,24
551091202011020,24
551091202011013,24
551091202011028,24
551091202011033,24
551091202011012,24
551091202011006,24
551091202011003,24
551091202011023,24
551091202011030,24
551091202011025,24
551091202011026,24
551091202011021,24
551091202011022,24
551091202011018,24
551091202011002,32
551091202021021,31
551091209043075,19
551091209043002,28
551091209043055,19
551091209043068,19
551091209043016,19
551091209043059,19
551091209043087,19
551091209043084,19
551091209043070,19
551091209043004,28
551091209043037,19
551091209043042,19
551091209043006,19
551091209043031,19
551091209043057,19
551091209043038,19
551091209043020,19
551091209043013,19
551091209011000,51
551091209043080,19
551091209043072,19
551091209043063,19
551091209043062,19
551091209043060,19
551091209043036,19
551091209043014,19
551091209043090,51
551091209043001,19
551091209043030,19
551091209043085,19
551091209043035,19
551091209043026,19
551091209043011,19
551091209043086,51
551091209043081,19
551091209043089,19
551091209043019,19
551091209043041,19
551091209043061,19
551091209043032,19
551091209043043,19
551091209043067,19
551091209043074,19
551091209043047,19
551091209043073,19
551091209043017,19
551091209043034,19
551091209043054,19
551091209043015,19
551091209043005,19
551091209043053,19
551091209043064,19
551091209043066,19
551091209043022,19
551091209043033,19
551091209043040,19
551091209043029,19
551091209043025,19
551091209043050,19
551091209043021,19
551091209043071,51
551091209043088,19
551091209043052,19
551091209043044,19
551091209043007,19
551091209043024,19
551091209043028,19
551091209043083,19
551091209043009,19
551091209043056,19
551091209043000,19
551091209043045,19
551091209043049,19
551091209043023,19
551091209043077,51
551091209043065,19
551091209043069,19
551091209043078,19
551091209043082,19
551091209043010,19
551091209043018,19
551091209043039,19
551091209043046,19
551091209043051,19
551091209043012,19
551091209043027,19
551091209043048,19
551091209043008,19
551091209043076,19
551091209043079,19
551091209043058,19
551091208021035,8
551091208021062,8
551091208021033,8
551091208021046,8
551091208021060,8
551091208021011,8
551091208021059,8
551091208021006,8
551091208021057,8
551091208021025,8
551091208021043,8
551091208021030,8
551091208021041,8
551091208021051,8
551091208021052,8
551091208021050,8
551091208021019,8
551091208021008,8
551091208021007,8
551091208021003,8
551091208021001,8
551091208021012,8
551091208021054,8
551091208021029,8
551091208021049,8
551091208021024,8
551091208021028,8
551091208021027,8
551091208021034,8
551091208021031,8
551091208021017,8
551091208021018,8
551091208021039,8
551091208021015,8
551091208021048,8
551091208021040,8
551091208021026,8
551091208021055,8
551091208021014,8
551091208021002,8
551091208021021,8
551091208021009,8
551091208021013,8
551091208021004,8
551091208021056,8
551091208021047,8
551091208021061,8
551091208021023,8
551091208021042,8
551091208021058,8
551091208021000,8
551091208021036,8
551091208021038,8
551091208021010,8
551091208021005,8
551091208021020,8
551091208021037,8
551091208021016,8
551091208021022,8
551091208021044,8
551091208021045,8
551091208021053,8
551091208021032,8
551091210001012,4
551091210001028,4
551091210001038,4
551091210001011,4
551091210001015,4
551091210001051,4
551091210001003,4
551091210001021,4
551091210001049,4
551091210001001,4
551091210001034,4
551091210001053,4
551091210001019,4
551091210001005,4
551091210001044,4
551091210001014,4
551091210001031,4
551091210001042,4
551091210001045,4
551091210001016,4
551091210001007,4
551091210001002,4
551091210001033,4
551091210001013,4
551091210001032,4
551091210003065,13
551091210001041,4
551091210001047,4
